_id,timestamp,message.accel[0],message.accel[1],message.accel[2],message.compass[0],message.compass[1],message.compass[2],message.fusionPose[0],message.fusionPose[1],message.fusionPose[2],message.gyro[0],message.gyro[1],message.gyro[2],message.hostname,message.timecode,message.timestamp
6943c4b62f2334cd440bda02,2025-12-18T09:09:10.742Z,0.0245829988270998,0.024765999987721443,0.9810630083084106,-26.974828720092773,-27.885112762451172,30.070709228515625,0.026870517060160637,-0.02419302798807621,2.345451831817627,0.0011944794096052647,0.0006350167095661163,0.0005739405751228333,raspberrypi,40933.789,2025-12-16T10:22:13.790Z
6943c4b62f2334cd440bda03,2025-12-18T09:09:10.942Z,0.023180000483989716,0.02568100020289421,0.9833199977874756,-26.852262496948242,-27.84929084777832,30.0401668548584,0.026885399594902992,-0.024131210520863533,2.345261812210083,0.0014997860416769981,0.002467404119670391,-0.00095314159989357,raspberrypi,40933.8,2025-12-16T10:22:13.810Z
6943c4b62f2334cd440bda04,2025-12-18T09:09:10.942Z,0.024399999529123306,0.02812100015580654,0.9828319549560547,-26.972610473632812,-27.865432739257812,29.962533950805664,0.026907606050372124,-0.024161728098988533,2.345093011856079,-0.0006381887942552567,-0.0008922787383198738,-0.0012584682554006577,raspberrypi,40933.821,2025-12-16T10:22:13.830Z
6943c4b62f2334cd440bda05,2025-12-18T09:09:10.942Z,0.024156000465154648,0.02848699875175953,0.9800869822502136,-27.068889617919922,-27.878345489501953,29.900426864624023,0.026950357481837273,-0.0241401307284832,2.3449583053588867,-0.000027321279048919678,0.0015510516241192818,-0.0009529553353786469,raspberrypi,40933.842,2025-12-16T10:22:13.849Z
6943c4b62f2334cd440bda06,2025-12-18T09:09:10.942Z,0.02446099929511547,0.025070998817682266,0.979781985282898,-27.145912170410156,-27.888675689697266,29.85074234008789,0.026905452832579613,-0.024148885160684586,2.3448901176452637,-0.0009435401298105717,0.00032929331064224243,-0.0009528752416372299,raspberrypi,40933.863,2025-12-16T10:22:13.870Z
6943c4b62f2334cd440bda07,2025-12-18T09:09:10.942Z,0.024643998593091965,0.026108000427484512,0.9791719913482666,-27.10672950744629,-27.824140548706055,29.729793548583984,0.02691223844885826,-0.024101445451378822,2.3448362350463867,0.0005835741758346558,0.003383335657417774,-0.0003419816493988037,raspberrypi,40933.884,2025-12-16T10:22:13.890Z
6943c4b62f2334cd440bda08,2025-12-18T09:09:10.943Z,0.0250099990516901,0.027633000165224075,0.9790499806404114,-27.07538414001465,-27.772512435913086,29.63303565979004,0.026955684646964073,-0.0240803062915802,2.344759464263916,0.0008889324963092804,0.0024668294936418533,-0.0012581739574670792,raspberrypi,40933.905,2025-12-16T10:22:13.910Z
6943c4b62f2334cd440bda09,2025-12-18T09:09:10.943Z,0.02470500022172928,0.025863999500870705,0.9808189868927002,-27.03350830078125,-27.753610610961914,29.662029266357422,0.02692459337413311,-0.02410845458507538,2.34472393989563,-0.0009435843676328659,-0.0002820407971739769,0.0005743727087974548,raspberrypi,40933.926,2025-12-16T10:22:13.930Z
6943c4b62f2334cd440bda0a,2025-12-18T09:09:10.943Z,0.024887999519705772,0.02525399997830391,0.981673002243042,-27.00000762939453,-27.738489151000977,29.685224533081055,0.026899993419647217,-0.024132564663887024,2.344698190689087,-0.00002728402614593506,0.000023390166461467743,0.0008797310292720795,raspberrypi,40933.947,2025-12-16T10:22:13.951Z
6943c4b62f2334cd440bda0b,2025-12-18T09:09:10.943Z,0.025619998574256897,0.02580299973487854,0.9790499806404114,-26.97320556640625,-27.726390838623047,29.703779220581055,0.026894090697169304,-0.024191049858927727,2.3446621894836426,0.0002781255170702934,-0.0008928319439291954,0.0005742497742176056,raspberrypi,40933.968,2025-12-16T10:22:13.971Z
6943c4b62f2334cd440bda0c,2025-12-18T09:09:10.943Z,0.02580299973487854,0.02592499926686287,0.9831979870796204,-27.00776481628418,-27.873512268066406,29.785823822021484,0.026894252747297287,-0.024220075458288193,2.344607353210449,0.0005835089832544327,0.0006342781707644463,0.0014904234558343887,raspberrypi,40933.989,2025-12-16T10:22:13.991Z
6943c4b62f2334cd440bda0d,2025-12-18T09:09:10.943Z,0.022935999557375908,0.025985999032855034,0.9810019731521606,-27.035411834716797,-27.9912109375,29.851459503173828,0.026903973892331123,-0.024184003472328186,2.344438314437866,0.0008888673037290573,0.0009396309033036232,-0.0012583639472723007,raspberrypi,40934,2025-12-16T10:22:14.010Z
6943c4b62f2334cd440bda0e,2025-12-18T09:09:10.944Z,0.02403399907052517,0.027388999238610268,0.9831979870796204,-27.05752944946289,-27.984569549560547,29.705167770385742,0.026922201737761497,-0.0241402555257082,2.3443050384521484,-0.000027428381145000458,0.0024665864184498787,-0.00003662891685962677,raspberrypi,40934.021,2025-12-16T10:22:14.031Z
6943c4b62f2334cd440bda0f,2025-12-18T09:09:10.944Z,0.023850999772548676,0.02824299968779087,0.9796599745750427,-27.01362419128418,-27.97925567626953,29.588134765625,0.02696569636464119,-0.024095524102449417,2.3441433906555176,0.00027798116207122803,0.0024663787335157394,-0.0003420338034629822,raspberrypi,40934.042,2025-12-16T10:22:14.051Z
6943c4b62f2334cd440bda10,2025-12-18T09:09:10.944Z,0.024765999987721443,0.025619998574256897,0.9794159531593323,-26.978500366210938,-27.975004196166992,29.494508743286133,0.026979228481650352,-0.024130290374159813,2.3440096378326416,0.0014995853416621685,-0.0005878978408873081,-0.0003420058637857437,raspberrypi,40934.063,2025-12-16T10:22:14.071Z
6943c4b62f2334cd440bda11,2025-12-18T09:09:10.944Z,0.02391199953854084,0.025741999968886375,0.9815509915351868,-26.928001403808594,-27.954803466796875,29.38880729675293,0.026939284056425095,-0.024092093110084534,2.3438706398010254,-0.0012492034584283829,0.002160814590752125,0.00026883743703365326,raspberrypi,40934.084,2025-12-16T10:22:14.090Z
6943c4b62f2334cd440bda12,2025-12-18T09:09:10.958Z,0.024521999061107635,0.029097000136971474,0.9822829961776733,-26.887601852416992,-27.938642501831055,29.30424690246582,0.026974238455295563,-0.024120651185512543,2.343677282333374,-0.000943691935390234,-0.0005880300886929035,-0.0006474070250988007,raspberrypi,40934.105,2025-12-16T10:22:14.112Z
6943c4b62f2334cd440bda13,2025-12-18T09:09:10.972Z,0.024826999753713608,0.027510998770594597,0.9783179759979248,-26.855281829833984,-28.004114151000977,29.34579849243164,0.02697715163230896,-0.024112271144986153,2.343472480773926,-0.0009436127729713917,0.0015498679131269455,-0.000647353008389473,raspberrypi,40934.126,2025-12-16T10:22:14.133Z
6943c4b62f2334cd440bda14,2025-12-18T09:09:10.991Z,0.024826999753713608,0.02568100020289421,0.9815509915351868,-26.857425689697266,-28.05649185180664,29.379039764404297,0.026954665780067444,-0.024112535640597343,2.34328031539917,-0.0003327196463942528,0.0012443307787179947,-0.0003418922424316406,raspberrypi,40934.147,2025-12-16T10:22:14.152Z
6943c4b72f2334cd440bda15,2025-12-18T09:09:11.010Z,0.022508999332785606,0.026717999950051308,0.9822219610214233,-26.859140396118164,-28.0983943939209,29.40563201904297,0.026983147487044334,-0.024112587794661522,2.343060255050659,0.0011943429708480835,-0.0011990293860435486,0.0005743559449911118,raspberrypi,40934.168,2025-12-16T10:22:14.171Z
6943c4b72f2334cd440bda16,2025-12-18T09:09:11.032Z,0.023423999547958374,0.027510998770594597,0.9802089929580688,-26.815711975097656,-28.154315948486328,29.482906341552734,0.027028387412428856,-0.024137254804372787,2.3427867889404297,0.001194242388010025,-0.0015043355524539948,-0.0006473194807767868,raspberrypi,40934.189,2025-12-16T10:22:14.193Z
6943c4b72f2334cd440bda17,2025-12-18T09:09:11.053Z,0.02379000000655651,0.0287919994443655,0.9830759763717651,-26.780969619750977,-28.199052810668945,29.54472541809082,0.027061529457569122,-0.02411923184990883,2.3424642086029053,-0.0006382996216416359,0.0009390460327267647,-0.001563485711812973,raspberrypi,40934.21,2025-12-16T10:22:14.213Z
6943c4b72f2334cd440bda18,2025-12-18T09:09:11.072Z,0.024094998836517334,0.026108000427484512,0.9788059592247009,-26.753175735473633,-28.23484230041504,29.53818130493164,0.02707132324576378,-0.024110078811645508,2.3421807289123535,0.0008887890726327896,0.0009389668703079224,-0.00034172646701335907,raspberrypi,40934.231,2025-12-16T10:22:14.233Z
6943c4b72f2334cd440bda19,2025-12-18T09:09:11.091Z,0.022874999791383743,0.02537599951028824,0.9805749654769897,-26.809341430664062,-28.061874389648438,29.53294563293457,0.02707146666944027,-0.02405686490237713,2.3419721126556396,0.0011941208504140377,0.0018551098182797432,-0.0006471052765846252,raspberrypi,40934.242,2025-12-16T10:22:14.252Z
6943c4b72f2334cd440bda1a,2025-12-18T09:09:11.112Z,0.022630998864769936,0.026839999482035637,0.9841739535331726,-26.854272842407227,-27.923500061035156,29.528757095336914,0.02708740346133709,-0.024004431441426277,2.3418030738830566,0.00058320676907897,0.0015495466068387032,-0.0012578647583723068,raspberrypi,40934.263,2025-12-16T10:22:14.273Z
6943c4b72f2334cd440bda1b,2025-12-18T09:09:11.132Z,0.02379000000655651,0.02769399993121624,0.9847229719161987,-26.89581871032715,-27.695199966430664,29.62340545654297,0.027101147919893265,-0.024012627080082893,2.341752290725708,-0.0003330633044242859,-0.00028302520513534546,-0.00034153833985328674,raspberrypi,40934.284,2025-12-16T10:22:14.293Z
6943c4b72f2334cd440bda1c,2025-12-18T09:09:11.153Z,0.025863999500870705,0.0269009992480278,0.9847229719161987,-26.929054260253906,-27.51255989074707,29.699125289916992,0.02707500010728836,-0.024038175120949745,2.341801881790161,-0.0015546628274023533,0.0009386260062456131,-0.0006469171494245529,raspberrypi,40934.305,2025-12-16T10:22:14.313Z
6943c4b72f2334cd440bda1d,2025-12-18T09:09:11.171Z,0.024826999753713608,0.027449999004602432,0.9814899563789368,-26.955642700195312,-27.36644744873047,29.863300323486328,0.027092350646853447,-0.02406228519976139,2.3419010639190674,-0.000027497299015522003,0.000022326596081256866,-0.0003414563834667206,raspberrypi,40934.326,2025-12-16T10:22:14.332Z
6943c4b72f2334cd440bda1e,2025-12-18T09:09:11.193Z,0.022935999557375908,0.0260469987988472,0.9803919792175293,-26.94891357421875,-27.529558181762695,29.994640350341797,0.027063803747296333,-0.02399243228137493,2.3418993949890137,-0.000943716149777174,0.0027709873393177986,-0.002173870801925659,raspberrypi,40934.347,2025-12-16T10:22:14.354Z
6943c4b72f2334cd440bda1f,2025-12-18T09:09:11.214Z,0.02281400002539158,0.02568100020289421,0.9798429608345032,-26.943531036376953,-27.66004753112793,30.099712371826172,0.027070477604866028,-0.02398321032524109,2.3418796062469482,0.0011942116543650627,-0.00028331484645605087,-0.0006466526538133621,raspberrypi,40934.368,2025-12-16T10:22:14.375Z
6943c4b72f2334cd440bda20,2025-12-18T09:09:11.232Z,0.024277999997138977,0.028303999453783035,0.9834420084953308,-27.012025833129883,-27.646839141845703,30.2061710357666,0.02711457572877407,-0.02395913004875183,2.3418779373168945,0.000583297573029995,0.0018545584753155708,-0.0006465986371040344,raspberrypi,40934.389,2025-12-16T10:22:14.393Z
6943c4b72f2334cd440bda21,2025-12-18T09:09:11.254Z,0.023850999772548676,0.02726699970662594,0.9791719913482666,-27.066822052001953,-27.636272430419922,30.291337966918945,0.027129415422677994,-0.023946555331349373,2.341862678527832,-0.000027565285563468933,0.0009381808340549469,-0.002784391865134239,raspberrypi,40934.41,2025-12-16T10:22:14.414Z
